keyword,nDCG@5,Precision@5,Recall@5,MRR
fermentation oil,0.3333333333,0.06666666667,0.3333333333,0.3333333333
free acid,0.3333333333,0.06666666667,0.3333333333,0.3402778333
free acid alkyl acid,0.3333333333,0.06666666667,0.3333333333,0.3333333333
free acid alkyl salt,0.3333333333,0.06666666667,0.3333333333,0.3333333333
free acid fatty acid,0.3333333333,0.06666666667,0.3333333333,0.3333333333
free acid fatty salt,0.3333333333,0.06666666667,0.3333333333,0.3333333333
free acid salt,0.3333333333,0.06666666667,0.3333333333,0.3333333333
mixture,0.4071921294,0.1142857143,0.3174602857,0.3333333333
remove free fatty acids,0.3333333333,0.06666666667,0.3333333333,0.3333333333
acid value,0.3333333333,0.06666666667,0.3333333333,0.3333333333
arachidonic acid,0.3333333333,0.06666666667,0.3333333333,0.3333333333
cell free dna,0.3333333333,0.06666666667,0.3333333333,0.3333333333
cocoa beans,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fats,0.3333333333,0.06666666667,0.3333333333,0.3333333333
ffa molecule,0.3333333333,0.06666666667,0.3333333333,0.3333333333
free fatty acid content,0,0,0,0.142857
free fatty acids,0.3333333333,0.06666666667,0.3333333333,0.3333333333
hydrochloric acid,0.3333333333,0.06666666667,0.3333333333,0.3333333333
linoleic acid,0,0,0,0.142857
lipid hydrolysis,0.3333333333,0.2,0.3333333333,0.3333333333
mineral acid,0.3333333333,0.06666666667,0.05555566667,0.3333333333
monounsaturated free fatty acids,0.3333333333,0.06666666667,0.3333333333,0.3333333333
oils,0.3333333333,0.06666666667,0.3333333333,0.3333333333
oleic acid,0.3333333333,0.06666666667,0.3333333333,0.3333333333
palmitoleic acid,0.3333333333,0.06666666667,0.3333333333,0.3333333333
permission free operation,0.3333333333,0.06666666667,0.3333333333,0.3333333333
polyunsaturated free fatty acids,0.3333333333,0.06666666667,0.3333333333,0.3333333333
remove free fatty acids,0.3333333333,0.06666666667,0.1666666667,0.3333333333
sulfuric acid,0.3333333333,0.06666666667,0.3333333333,0.3333333333
toll free,0,0,0,0.142857
triacylglycerol lysis,0.3333333333,0.06666666667,0.3333333333,0.3333333333
acid,0.2,0.04,0.2,0.3333333333
carboxylic,0.3333333333,0.06666666667,0.3333333333,0.3333333333
carboxylic acid,0.3333333333,0.06666666667,0.3333333333,0.3333333333
carboxylic id,0.3333333333,0.1,0.3333333333,0.3333333333
compound,0.4,0.08,0.4,0.3333333333
containing acid,0.3333333333,0.06666666667,0.3333333333,0.3333333333
containing compound,0.3333333333,0.06666666667,0.25,0.3333333333
drug,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fatty,0.3333333333,0.07777777778,0.3,0.3333333333
fatty acid,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fatty id,0.3333333333,0.06666666667,0.3333333333,0.3333333333
free fatty,0,0,0,0.142857
functional acid,0.3333333333,0.06666666667,0.3333333333,0.3333333333
functional compound,0.3333333333,0.06666666667,0.3333333333,0.3333333333
niacin acid,0.3333333333,0.06666666667,0.3333333333,0.3333333333
niacin agent,0.3333333333,0.06666666667,0.3333333333,0.3333333333
nicotine,0.3333333333,0.06666666667,0.3333333333,0.3333333333
nicotinic acid,0.3333333333,0.06666666667,0.3333333333,0.3333333333
nicotinic agent,0.3333333333,0.06666666667,0.3333333333,0.3333333333
free fatty acid content,0.3333333333,0.06666666667,0.3333333333,0.3333333333
feedstock,0.3333333333,0.06666666667,0.3333333333,0.3333333333
triglyceride,0.3333333333,0.06666666667,0.111111,0.3333333333
aliphatic chain,0.3333333333,0.06666666667,0.3333333333,0.3333333333
aluminum,0.3333333333,0.1,0.3333333333,0.3333333333
arachidonic acid,0.3333333333,0.1333333333,0.3333333333,0.3333333333
carboxylic acid,0.3333333333,0.06666666667,0.3333333333,0.3333333333
cocoa beans,0.3333333333,0.06666666667,0.3333333333,0.3333333333
ffa molecule,0.3333333333,0.06666666667,0.3333333333,0.3333333333
free fatty,0,0,0,0.142857
hydrochloric acid,0.3333333333,0.06666666667,0.3333333333,0.3333333333
linoleic acid,0.3333333333,0.06666666667,0.3333333333,0.3402777778
lipid hydrolysis,0,0,0,0.142857
mineral acid,0.3333333333,0.06666666667,0.3333333333,0.3333333333
non esterified fatty acids,0.3333333333,0.06666666667,0.111111,0.3333333333
oleic acid,0.3333333333,0.06666666667,0.3333333333,0.3333333333
palmitoleic acid,0.3333333333,0.06666666667,0.3333333333,0.3333333333
saponification,0.3199534649,0.1,0.3333333333,0.3333333333
sore,0,0,0,0.142857
sulfuric acid,0.3333333333,0.06666666667,0.3333333333,0.3333333333
triacylglycerol lysis,0.3333333333,0.06666666667,0.3333333333,0.34375
ulcer,0.3333333333,0.06666666667,0.3333333333,0.3333333333
anchor,0.3333333333,0.06666666667,0.3333333333,0.3333333333
arrest the fall,0.3333333333,0.06666666667,0.3333333333,0.3333333333
climb without partners,0.3333333333,0.06666666667,0.3333333333,0.3333333333
clove hitch over,0.2,0.04,0.2,0.2571428
cylinders,0.3333333333,0.1333333333,0.3333333333,0.3333333333
floating cam ascender,0,0,0,0.142857
frictional device,0.3333333333,0.06666666667,0.2190476,0.3333333333
frictional lock,0.3333333333,0.1333333333,0.3333333333,0.3333333333
frictional locking device,0.3333333333,0.1333333333,0.2222223333,0.3333333333
gibbs style ascender,0.3333333333,0.06666666667,0.3333333333,0.3333333333
lock,0.3333333333,0.06666666667,0.3333333333,0.3333333333
lock box,0.3333333333,0.1,0.3333333333,0.3333333333
lock smith,0.3333333333,0.06666666667,0.3333333333,0.3333333333
lockdown in the country,0.2,0.08,0.2,0.3333333333
locket,0.3333333333,0.06666666667,0.3333333333,0.3333333333
locking the bike,0.3333333333,0.06666666667,0.3333333333,0.3333333333
locking the gate,0.3333333333,0.06666666667,0.3333333333,0.3333333333
resist,0.3333333333,0.06666666667,0.3333333333,0.3333333333
self locking device,0.3333333333,0.06666666667,0.1666666667,0.3333333333
shaft,0.2,0.08,0.1333334,0.3333333333
solo climbing,0.3333333333,0.06666666667,0.3333333333,0.3333333333
torque,0.3333333333,0.06666666667,0.3333333333,0.3333333333
block,0.3333333333,0.06666666667,0.3333333333,0.3333333333
block lock,0,0,0,0.142857
block movement,0.3333333333,0.06666666667,0.3333333333,0.3333333333
block movement lock,0.3333333333,0.06666666667,0.3333333333,0.3333333333
handle,0.3333333333,0.06666666667,0.3333333333,0.3333333333
lever,0.3333333333,0.06666666667,0.3333333333,0.3333333333
lock,0.3333333333,0.06666666667,0.3333333333,0.3333333333
locks,0,0,0,0.142857
prevent,0.3333333333,0.06666666667,0.3333333333,0.3333333333
prevent lock,0.3333333333,0.06666666667,0.3333333333,0.3333333333
prevent movement,0.3333333333,0.06666666667,0.3333333333,0.3351449167
prevent movement lock,0.3333333333,0.06666666667,0.3333333333,0.3333333333
releasably lock,0.3333333333,0.06666666667,0.3333333333,0.3333333333
releasably secure,0.3333333333,0.06666666667,0.3333333333,0.3333333333
secure,0.3333333333,0.06666666667,0.111111,0.3333333333
secures,0.3333333333,0.06666666667,0.3333333333,0.3333333333
selectively lock,0.3333333333,0.06666666667,0.3333333333,0.3333333333
selectively secure,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fit,0.3333333333,0.08,0.3333333333,0.3333333333
seal,0.3333333333,0.06666666667,0.3333333333,0.3333333333
seal therebetween,0.3333333333,0.06666666667,0.037037,0.3333333333
sealing seal,0.3333333333,0.06666666667,0.3333333333,0.3333333333
sealing therebetween,0,0,0,0.142857
anti impact stand column,0.2329899648,0.05714285714,0.2857142857,0.3333333333
bluetooth intelligent wireless lock,0.3333333333,0.06666666667,0.2083333333,0.3333333333
clamp lock,0,0,0,0.142857
fire flooding,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fit band,0.2103099179,0.06666666667,0.3333333333,0.3333333333
fitting device,0,0,0,0.142857
force fit connection,0.3333333333,0.06666666667,0.3333333333,0.3333333333
friction lock,0.3333333333,0.06666666667,0.1666666667,0.3333333333
friction lock buckle,0.3333333333,0.06666666667,0.3333333333,0.3333333333
frictional fit,0.3333333333,0.06666666667,0.3333333333,0.3333333333
frictional seal,0.3333333333,0.06666666667,0.3333333333,0.3333333333
grip,0.3333333333,0.06666666667,0.3333333333,0.3333333333
hand friction,0,0,0,0.142857
lock down,0,0,0,0.142857
locking connection,0.2,0.04,0.2,0.3333333333
locking system,0.3333333333,0.06666666667,0.3333333333,0.3333333333
noncontact lock,0.3333333333,0.06666666667,0.3333333333,0.3333333333
nut and bolt,0.3333333333,0.06666666667,0.3333333333,0.3333333333
positionable linear friction lock,0.3333333333,0.06666666667,0.3333333333,0.3333333333
seal,0.3333333333,0.06666666667,0.3333333333,0.3333333333
sectioning reducing ball socket,0.3333333333,0.1,0.3333333333,0.3333333333
semiconductor device,0.3333333333,0.06666666667,0.3333333333,0.3333333333
wedge lock,0.3333333333,0.06666666667,0.3333333333,0.3333333333
wedging fit,0.3333333333,0.06666666667,0.3333333333,0.3333333333
wedging seal,0.3333333333,0.06666666667,0.3333333333,0.3333333333
wireless lock security,0,0,0,0.142857
atr ftir,0.5,0.1,0.5,0.3333333333
atr ftir standard spectrogram,0.3333333333,0.06666666667,0.3333333333,0.3333333333
component sale,0.3333333333,0.06666666667,0.3333333333,0.3333333333
detection,0.3333333333,0.06666666667,0.3333333333,0.3333333333
emit infrared radiation,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fourier transform infrared spectrometer,0.3333333333,0.1111111111,0.3333333333,0.3333333333
ft ir,0.3333333333,0.06666666667,0.3333333333,0.3333333333
ft ir spectrometer,0.3333333333,0.1333333333,0.3333333333,0.3333333333
ft spectrometer,0.3333333333,0.06666666667,0.3333333333,0.338889
ftir,0.3333333333,0.06666666667,0.3333333333,0.3333333333
ftir analysis,0.3333333333,0.06666666667,0.3333333333,0.3333333333
ftir spectra,0.3333333333,0.1333333333,0.3333333333,0.3333333333
ftir spectrometer instrumentation,0.4545454545,0.09090909091,0.4545454545,0.3333333333
high resolution spectral data collector,0.3333333333,0.06666666667,0.3333333333,0.3333333333
image analysis,0.3333333333,0.06666666667,0.3333333333,0.3333333333
image detection,0.3333333333,0.06666666667,0.3333333333,0.3333333333
imaging,0,0,0,0.142857
infrared ir,0,0,0,0.142857
infrared spectrometer,0.3333333333,0.06666666667,0.3333333333,0.3333333333
instrument cluster,0.3333333333,0.06666666667,0.3333333333,0.3333333333
led,0.3333333333,0.06666666667,0.3333333333,0.3333333333
measuring instrument,0.3333333333,0.06666666667,0.3333333333,0.3333333333
modulator,0.3333333333,0.06666666667,0.3333333333,0.3333333333
optical ir,0.3333333333,0.06666666667,0.3333333333,0.3333333333
optical ir spectrometer,0.3333333333,0.06666666667,0.3333333333,0.3333333333
particles separate,0.3333333333,0.06666666667,0.3333333333,0.3333333333
phase modulator,0.3333333333,0.06666666667,0.3333333333,0.3333333333
real life dimensions,0,0,0,0.142857
real life service,0.3333333333,0.1333333333,0.3333333333,0.3333333333
real world activities,0,0,0,0.142857
scientific instrument,0.3333333333,0.1333333333,0.2222223333,0.3333333333
separate lines,0.3333333333,0.06666666667,0.3333333333,0.3333333333
sld,0.5,0.1,0.5,0.3333333333
spatial modulator,0.3333333333,0.06666666667,0.3333333333,0.3333333333
spectral analysis,0.3333333333,0.06666666667,0.25,0.3333333333
spectral components,0.3333333333,0.06666666667,0.3333333333,0.3333333333
spectral detection,0.3333333333,0.06666666667,0.3333333333,0.3333333333
spectrometer,0.3333333333,0.06666666667,0.3333333333,0.3333333333
spectrometer availability,0.3333333333,0.06666666667,0.3333333333,0.3333333333
spectrometer dealer,0.3333333333,0.06666666667,0.3333333333,0.3333333333
spectrometer price,0.3333333333,0.06666666667,0.3333333333,0.3333333333
spectroscopy,0,0,0,0.142857
additional hard disc,0,0,0,0.142857
additional kitchen cabinets,0.3333333333,0.1333333333,0.3333333333,0.3333333333
additional manpower,0.3333333333,0.06666666667,0.3333333333,0.3333333333
additional plate elements,0.3333333333,0.06666666667,0.3333333333,0.3333333333
additional system,0.3333333333,0.06666666667,0.3333333333,0.3333333333
auxiliary extra elements,0.3333333333,0.06666666667,0.3333333333,0.3333333333
biocompatible polymer,0,0,0,0.142857
elements of the hard disk,0.3333333333,0.06666666667,0.3333333333,0.3333333333
extra elements,0.3333333333,0.06666666667,0.3333333333,0.3333333333
further additional,0,0,0,0.142857
further additional elements,0.3333333333,0.06666666667,0.3333333333,0.3333333333
further elements,0.3333333333,0.06666666667,0.3333333333,0.3333333333
further extra elements,0.3333333333,0.06666666667,0.3333333333,0.3333333333
further eye surgery,0.3333333333,0.06666666667,0.3333333333,0.3333333333
further optical elements,0.3333333333,0.06666666667,0.3333333333,0.3333333333
microelectromechanical system,0.3333333333,0.06666666667,0.3333333333,0.3333333333
more further elements,0.3333333333,0.06666666667,0.3333333333,0.3333333333
music elements,0.3333333333,0.1333333333,0.3333333333,0.3333333333
other additional elements,0.3333333333,0.06666666667,0.3333333333,0.3333333333
producing nanostructure,0.3333333333,0.1333333333,0.3333333333,0.3333333333
sacrificial layer,0.3333333333,0.06666666667,0.3333333333,0.3333333333
semiconductor component,0.3333333333,0.06666666667,0.3333333333,0.3333333333
vertically integrated mems structure,0.3333333333,0.06666666667,0.3333333333,0.3333333333
capacitor plate,0,0,0,0.142857
extruder,0.3333333333,0.06666666667,0.3333333333,0.3333333333
eye layer,0.3333333333,0.06666666667,0.3333333333,0.3333333333
foam panel,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fuse the processing of multiple cnn layers,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fused bulb,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fused coat,0.2103099179,0.06666666667,0.08333333333,0.3333333333
fused film,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fused flux,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fused kidney,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fused layer,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fused layers,0.3333333333,0.06666666667,0.111111,0.3333333333
fused metal layer,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fused multilayers,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fused silica,0,0,0,0.3333333333
fusion casting,0.3333333333,0.06666666667,0.3333333333,0.3333333333
laminated plastic,0.3333333333,0.06666666667,0.3333333333,0.3333333333
layer,0,0,0,0.142857
layer pattern,0.3333333333,0.06666666667,0.3333333333,0.3333333333
melt,0.3333333333,0.06666666667,0.3333333333,0.3333333333
object layer,0.3333333333,0.06666666667,0.3333333333,0.3333333333
part layer,0.3333333333,0.06666666667,0.3333333333,0.3333333333
powder layer,0.3333333333,0.06666666667,0.3333333333,0.3333333333
powder pattern,0.3333333333,0.06666666667,0.3333333333,0.3333333333
processing of layers,0,0,0,0.142857
skin layer,0.3333333333,0.06666666667,0.3333333333,0.3333333333
sun visor,0,0,0,0.3333333333
fault,0.3333333333,0.06666666667,0.3333333333,0.3333333333
gas leak detector,0.3333333333,0.06666666667,0.3333333333,0.3333333333
leak,0,0,0,0.142857
malfunction,0.3333333333,0.06666666667,0.3333333333,0.3333333333
condition,0.3333333333,0.06666666667,0.3333333333,0.3333333333
cylinder,0.3333333333,0.1,0.3333333333,0.3333333333
escape gas,0,0,0,0.142857
fluid leak,0.3333333333,0.06666666667,0.3333333333,0.3333333333
fuel gas leak,0.3333333333,0.06666666667,0.3333333333,0.3333333333
gas discharge tube,0.3333333333,0.06666666667,0.3333333333,0.3333333333
gas distribute,0.3333333333,0.06666666667,0.3333333333,0.3333333333
gas heater,0.3333333333,0.075,0.3333333333,0.3333333333
gas leak detector,0.3333333333,0.06666666667,0.3333333333,0.3333333333
gas leakage,0.3333333333,0.06666666667,0.3333333333,0.3333333333
gas shortage,0.3333333333,0.06666666667,0.3333333333,0.3333333333
human detector,0.3333333333,0.06666666667,0.3333333333,0.3333333333
hydrogen leakage,0.3333333333,0.06666666667,0.3333333333,0.3333333333
leak,0.3333333333,0.06666666667,0.3333333333,0.3333333333
leak water,0.3333333333,0.1333333333,0.3333333333,0.3333333333
liquid leak,0,0,0,0.142857
malfunction,0,0,0,0.142857
natural gas leak,0.3333333333,0.06666666667,0.3333333333,0.3333333333
